13,0.004000,13,50000,37333,5.743538e-2,5.687235e-2,5.800365e-2,16.987
13,0.005000,13,50000,37427,5.758000e-2,5.701630e-2,5.814893e-2,18.081
13,0.006000,13,50000,37392,5.752615e-2,5.696270e-2,5.809484e-2,18.794
13,0.007000,13,50000,37388,5.752000e-2,5.695657e-2,5.808866e-2,19.694
13,0.008000,13,50000,37394,5.752923e-2,5.696576e-2,5.809793e-2,19.444
13,0.009000,13,50000,37469,5.764462e-2,5.708061e-2,5.821385e-2,19.986
13,0.010000,13,50000,37473,5.765077e-2,5.708674e-2,5.822003e-2,20.102
15,0.001000,15,50000,34052,4.540267e-2,4.493382e-2,4.587617e-2,18.647
15,0.002000,15,50000,37044,4.939200e-2,4.890390e-2,4.988472e-2,26.406
15,0.003000,15,50000,37577,5.010267e-2,4.961123e-2,5.059871e-2,28.717
15,0.004000,15,50000,37505,5.000667e-2,4.951568e-2,5.050226e-2,31.344
15,0.005000,15,50000,37556,5.007467e-2,4.958336e-2,5.057058e-2,32.388
15,0.006000,15,50000,37551,5.006800e-2,4.957673e-2,5.056388e-2,31.740
15,0.007000,15,50000,37544,5.005867e-2,4.956744e-2,5.055451e-2,31.908
15,0.008000,15,50000,37435,4.991333e-2,4.942278e-2,5.040849e-2,31.699
15,0.009000,15,50000,37605,5.014000e-2,4.964839e-2,5.063622e-2,32.546
15,0.010000,15,50000,37480,4.997333e-2,4.948250e-2,5.046877e-2,33.412
